id,text,sentiment,Expert
seattle-hotel-100505-review-10.json_14,"To say that I have a room locked in and then to DOWN GRADE me, is inexcusable.",NEGATIVE,3
seattle-hotel-100505-review-10.json_15,I only regret that I didn't wear my new Trip adviser bill hat!,NEUTRAL,3
seattle-hotel-100505-review-10.json_16,"The front desk was very, very rude; cutting my sentences off midway to tell me that it didn't matter what I was told,",NEGATIVE,3
seattle-hotel-100505-review-10.json_17,a crowd had come in,NEUTRAL,3
seattle-hotel-100505-review-10.json_18,and they sold my room.,NEGATIVE,3
seattle-hotel-100505-review-10.json_19,I spent a SLEEPLESS night on a lower floor next to my husband who needed his own bed.,NEGATIVE,3
seattle-hotel-100505-review-10.json_20,How rude.,NEGATIVE,3
seattle-hotel-100505-review-10.json_21,They weren't even apologetic.,NEGATIVE,3
seattle-hotel-100505-review-10.json_22,It was ridiculous.,NEGATIVE,3
seattle-hotel-100505-review-10.json_23,I will never stay here again.,NEGATIVE,3
seattle-hotel-100505-review-10.json_24,Beware: some rooms are very small and outdated,NEGATIVE,1
seattle-hotel-100505-review-10.json_25,and the pool smells like mildew.,NEGATIVE,3
seattle-hotel-100505-review-10.json_26,Seriously.,NEUTRAL,3
seattle-hotel-100505-review-10.json_27,"I was basically told because I booked through Hotwire, I wasn't a preferred customer!",NEGATIVE,3
seattle-hotel-100505-review-10.json_28,They don't realize the power of Trip adviser!,NEGATIVE,3
seattle-hotel-100505-review-10.json_29,My recommendation: Save your money!,NEGATIVE,1
seattle-hotel-100505-review-10.json_30,There are several better hotels nearby who appreciate your business and will work with you.,NEGATIVE,1
seattle-hotel-100505-review-10.json_31,"It isn't that great of a location, and certainly not worth being treated as if I were pond scum because of using Hotwire (as if people who saved money were stupid).",NEGATIVE,3
seattle-hotel-100505-review-10.json_32,Take my advise: spend your well earned money at King's Motel (1/2 block away) or at the Sheraton or Weston.,NEGATIVE,1
seattle-hotel-100505-review-10.json_33,It was a real bummer staying here!,NEGATIVE,3
seattle-hotel-100505-review-11.json_0,We were here for the Easter long weekend and loved it.,POSITIVE,3
seattle-hotel-100505-review-11.json_1,We received a very fair rate,POSITIVE,3
seattle-hotel-100505-review-11.json_2,and the staff at the front desk were very helpful,POSITIVE,3
seattle-hotel-100505-review-11.json_3,and they even had a free shuttle to downtown which we only used on our first night becuase we soon realised just how close we really were to everything.,POSITIVE,3
seattle-hotel-100505-review-11.json_4,we were about a 25 minutte walk to Pioneer Square about 15 minute walk to Pike Place Mareket and a 20 minute walk to Space Needle / EMP.,NEUTRAL,3
seattle-hotel-100505-review-11.json_5,The rooms are clean,POSITIVE,3
seattle-hotel-100505-review-11.json_6,"and well kept with a mini fridge in the room that I really like, but sadly no coffee maker.",POSITIVE,3
seattle-hotel-100505-review-11.json_7,My only major beef was the $21 for nightly parking which was a blatant rip-off considering they only charge $8 to park all-day.,NEGATIVE,3
seattle-hotel-100505-review-12.json_0,"Having never been to Seattle, I am pleased with the Warwick and my stay there.",POSITIVE,3
seattle-hotel-100505-review-12.json_1,The staff was amicable,POSITIVE,3
seattle-hotel-100505-review-12.json_2,and fast--there were always at least 3 people at the front desk.,POSITIVE,3
seattle-hotel-100505-review-12.json_3,The lobby also has a nice lounge area with a fireplace.,POSITIVE,3
seattle-hotel-100505-review-12.json_4,They also have a business center with 2 computers with internet access and a printer (free use of all when I was there).,POSITIVE,3
seattle-hotel-100505-review-12.json_5,"My only complaint is the jaccuzi was out of service and being worked on in the pool area (which is in the basement),",NEGATIVE,3
seattle-hotel-100505-review-12.json_6,and the construction zone atmosphere down there was unpleasant.,NEGATIVE,3
seattle-hotel-100505-review-12.json_7,Room service and the food was excellent and fast.,POSITIVE,3
seattle-hotel-100505-review-12.json_8,"If you book a room, ask for a space needle view--I stayed on the 6th floor in a corner room and had a nice view.",POSITIVE,1
seattle-hotel-100505-review-12.json_9,"Plus, it was fairly quiet",POSITIVE,3
seattle-hotel-100505-review-12.json_10,and I never heard noise (i.e. someone else's loud TV) except for the occasional bus route on the street below.,POSITIVE,3
seattle-hotel-100505-review-12.json_11,"If you don't mind walking, you are only a couple blocks from Westlake shopping center and a few blocks from Pike's Marketplace.",POSITIVE,1
seattle-hotel-100505-review-12.json_12,"Across the street is a gourmet market--Ralph's--that stays open 'till midnight, and a bakery called Dahlia's--known for their coconut cream pie.",POSITIVE,3
seattle-hotel-100505-review-12.json_13,"And best of all, I booked this room on Expedia for a mere $105/night.",POSITIVE,3
seattle-hotel-100505-review-12.json_14,"You won't be smack in the center of everything,",NEUTRAL,3
seattle-hotel-100505-review-12.json_15,but a little walking will get you to the main tourist spots.,NEUTRAL,3
seattle-hotel-100505-review-12.json_16,I felt relaxed and comfortable there--I recommend it.,POSITIVE,1
seattle-hotel-100505-review-13.json_0,The location of the hotel is good - fairly close to everything.,POSITIVE,3
seattle-hotel-100505-review-13.json_1,The rooms were clean,POSITIVE,3
seattle-hotel-100505-review-13.json_2,"and we had a balcony and a great view of the Space Needle (I'd recommend asking for a space needle view, if you book).",POSITIVE,1
seattle-hotel-100505-review-13.json_3,"The price was alright as well, at least in comparison to other hotels in Seattle....",POSITIVE,3
seattle-hotel-100505-review-13.json_4,"Problems: There isn't a moderate / good for family restaurant in the hotel and it is hard to find these in the hotel neighborhood as well, unless you just want fast food.",NEGATIVE,3
seattle-hotel-100505-review-13.json_5,"(There is a small grocery/wine store across the street that is open until late, which was really nice!) The staff was not friendly, nor helpful.",NEGATIVE,3
seattle-hotel-100505-review-13.json_6,The front desk was unable to give us walking directions to the wharf (I would have thought a lot of people would have asked for that...).,NEGATIVE,3
seattle-hotel-100505-review-13.json_7,"There was also problems with getting a late checkout - because our flight out was at 6pm,",NEGATIVE,3
seattle-hotel-100505-review-13.json_8,I had emailed the hotel before we left for Seattle to get a late check-out.,NEUTRAL,3
seattle-hotel-100505-review-13.json_9,"The hotel had responded that, that wouldn't be a problem.",POSITIVE,3
seattle-hotel-100505-review-13.json_10,"When we checked in, the front desk clerk said we had to ask the night before we check out.",NEUTRAL,3
seattle-hotel-100505-review-13.json_11,"When I asked that night, he said we had to call down in the morning....",NEUTRAL,3
seattle-hotel-100505-review-13.json_12,just extra unneccessary hassle.,NEGATIVE,3
seattle-hotel-100505-review-13.json_13,"Overall, I'd stay somewhere else on my next trip.",NEGATIVE,3
seattle-hotel-100505-review-14.json_0,"I'm not a terribly critical person, but I really hated this hotel.",NEGATIVE,3
seattle-hotel-100505-review-14.json_1,"It has some good points - for example, it's cheaper than other options in downtown Seattle and it's in a decent location.",POSITIVE,3
seattle-hotel-100505-review-14.json_2,"(It's not in the center of downtown like the other hotels, but it's only a 5 or 6 block walk).",NEUTRAL,3
seattle-hotel-100505-review-14.json_3,"However, those are the only positives.",POSITIVE,3
seattle-hotel-100505-review-14.json_4,The rooms are very dark,NEGATIVE,3
seattle-hotel-100505-review-14.json_5,and the furniture is really old and mismatched.,NEGATIVE,3
seattle-hotel-100505-review-14.json_6,This gives the impression of it being dirty as soon a you walk in.,NEGATIVE,3
seattle-hotel-100505-review-14.json_7,"As far as cleanliness, it was just okay - it's the kind of place that makes you feel as",NEUTRAL,3
seattle-hotel-100505-review-14.json_8,though you need to check the sheets before crawling into bed.,NEGATIVE,1
seattle-hotel-100505-review-14.json_9,"The blankets were really, really worn, but the sheets seemed clean.",NEGATIVE,3
seattle-hotel-100505-review-14.json_10,Everything else was a crap shoot.,NEGATIVE,3
seattle-hotel-100505-review-14.json_11,My biggest problem with the room was that it was freezing.,NEGATIVE,3
seattle-hotel-100505-review-14.json_12,"They have these balconies, which are not meant for actually standing on, which were very drafty and made the room unbearably cold.",NEGATIVE,3
seattle-hotel-100505-review-14.json_13,"I turned up the thermostat, but it didn't help.",NEGATIVE,3
seattle-hotel-100505-review-14.json_14,"And when it actually kicked on ,",NEUTRAL,3
seattle-hotel-100505-review-14.json_15,the smell that came out of the vent was disgusting.,NEGATIVE,3
seattle-hotel-100505-review-14.json_16,It smelled like mold and mildew.,NEGATIVE,3
seattle-hotel-100505-review-14.json_17,We actually turned off the heat and froze just so we wouldn't be subjected to the smell.,NEGATIVE,3
seattle-hotel-100505-review-14.json_18,Anyway...,NEUTRAL,3
seattle-hotel-100505-review-14.json_19,I thought this hotel would be okay since I was not planning on being in it very often and I really just needed a convenient location to sleep.,NEUTRAL,3
seattle-hotel-100505-review-14.json_20,Now that I've stayed there I realize it would have been just as cost effective to spend a little more and stay somewhere that provided some comfort.,NEGATIVE,3
seattle-hotel-100505-review-14.json_21,"The Warwick charges $23,",NEUTRAL,3
seattle-hotel-100505-review-14.json_22,"(I think), for parking and $12 for internet /per day.",NEUTRAL,3
seattle-hotel-100505-review-14.json_23,"By the time you add all the extras, I could've stayed at the Red Lion or Hotel Monaco for only slightly more.",NEGATIVE,3
seattle-hotel-100505-review-14.json_24,"If you're going to Seattle, look hard at spending a little extra for another hotel - and you'll probably even end up right in the center of downtown.",NEGATIVE,1
seattle-hotel-100505-review-15.json_0,"The Warwick is located in Belltown, an interesting neighborhood with some fabulous restaurants.",POSITIVE,3
seattle-hotel-100505-review-15.json_1,It has a nice lobby,POSITIVE,3
seattle-hotel-100505-review-15.json_2,and the rooms were pretty clean.,POSITIVE,3
seattle-hotel-100505-review-15.json_3,"The front desk, however, was a horror show.",NEGATIVE,3
seattle-hotel-100505-review-15.json_4,"We had asked for a pot of coffee to be delivered at 6am every morning, as we needed to be up and out by 7. On the third morning,",NEUTRAL,3
seattle-hotel-100505-review-15.json_5,"we did not get our coffee,",NEGATIVE,3
seattle-hotel-100505-review-15.json_6,and consequently arose an hour late.,NEGATIVE,3
seattle-hotel-100505-review-15.json_7,And in Seattle of all places!,NEUTRAL,3
seattle-hotel-100505-review-15.json_8,On two separate occasions we asked for the so-called complimentary transportation.,NEUTRAL,3
seattle-hotel-100505-review-15.json_9,"Upon the first request, we were told we would have to wait at least a half hour",NEGATIVE,3
seattle-hotel-100505-review-15.json_10,and that we should take a taxi.,NEUTRAL,3
seattle-hotel-100505-review-15.json_11,The second time we asked for transportation we were told our destination was too far away.,NEGATIVE,3
seattle-hotel-100505-review-15.json_12,The point is - don't advertise the service if there are caveats that go with it.,NEGATIVE,2
seattle-hotel-100505-review-15.json_13,"The front desk staff was aloof and not interested in reparing the harm, and for that reason alone I would not stay there again.",NEGATIVE,3
seattle-hotel-100505-review-15.json_14,But I do intend to return to Seattle - great town!,POSITIVE,3
seattle-hotel-100505-review-16.json_0,"There is nothing really seriously wrong with the hotel,",POSITIVE,3
seattle-hotel-100505-review-16.json_1,but it just doesn't have any wow factor.,NEGATIVE,3
seattle-hotel-100505-review-16.json_2,"Positives: Location is great for exploring the city (sight seeing, shopping, restaurants/clubs/bars),",POSITIVE,3
seattle-hotel-100505-review-16.json_3,concierge was helpful.,POSITIVE,3
seattle-hotel-100505-review-16.json_4,Deluxe room was big with a good view (18th floor).,POSITIVE,3
seattle-hotel-100505-review-16.json_5,"Negatives: Decor is very plain, nothing special, worn out.",NEGATIVE,3
seattle-hotel-100505-review-16.json_6,"Instead of duvet there a blanket placed between two sheets, swimming pool is very very small but also very very dirty,",NEGATIVE,3
seattle-hotel-100505-review-16.json_7,stuff at reception desk doesn't seem to be happy to work there so you also don't get any feeling you came to a good place Regarding the price we were paying (from 200 to 260USD per night) we expected a bit more.,NEGATIVE,3
seattle-hotel-100505-review-16.json_8,Didn't get it...,NEUTRAL,3
seattle-hotel-100505-review-17.json_0,We recently had a wonderful overnight at the Warwick.,POSITIVE,3
seattle-hotel-100505-review-17.json_1,It was an easy walk to Seattle Art Museum and even closer to downtown shopping.,POSITIVE,3
seattle-hotel-100505-review-17.json_2,"The front desk was extremely gracious at check in, offering shopping discount coupons and restaurant reservations.",POSITIVE,3
seattle-hotel-100505-review-17.json_3,We enjoyed breakfast at the hotel and the morning free coffee in the lobby.,POSITIVE,3
seattle-hotel-100505-review-17.json_4,The waitstaff in both the bar and hotel were attentive.,POSITIVE,3
seattle-hotel-100505-review-17.json_5,Our room on the 15th floor had a city/water view.,POSITIVE,3
seattle-hotel-100505-review-17.json_6,"While there are hotels closer in downtown,",NEUTRAL,3
seattle-hotel-100505-review-17.json_7,we would have no problem choosing the Warwick again.,POSITIVE,3
seattle-hotel-100505-review-18.json_0,Centrally located hotel is a few blocks from the water and from popular nightlife and shopping options in Belltown and downtown.,POSITIVE,3
seattle-hotel-100505-review-18.json_1,I would classify this property as a three star location.,NEUTRAL,3
seattle-hotel-100505-review-18.json_2,We paid a wedding rate so I am not sure how it fares from a value proposition.,NEUTRAL,3
seattle-hotel-100505-review-18.json_3,The room was spacious although a little outdated.,POSITIVE,3
seattle-hotel-100505-review-18.json_4,Perhaps some rooms have decent views,NEUTRAL,3
seattle-hotel-100505-review-18.json_5,but we were on a lower floor with a drab panaroma of the parking lot and some other buildings.,NEGATIVE,3
seattle-hotel-100505-review-18.json_6,"There is an adequate fitness center, sauna and pool in the basement and a quaint bar/restaurant attached to the hotel.",POSITIVE,3
seattle-hotel-100505-review-18.json_7,Parking at $30 per day is an outrage but possibly standard for downtown (you can find street parking on the weekend to save a few dollars).,NEGATIVE,1
seattle-hotel-100505-review-18.json_8,I would be willing to stay here again the future if the price was significantly lower than the nearby four-star competition.,POSITIVE,3
seattle-hotel-100505-review-19.json_0,Stayed here for 2 nights last week.,NEUTRAL,3
seattle-hotel-100505-review-19.json_1,"Had a confirmed reservation via hotel website (with a printout in my hand),",NEUTRAL,3
seattle-hotel-100505-review-19.json_2,but the front desk says the room is not available.,NEGATIVE,3
seattle-hotel-100505-review-19.json_3,"Waited for about 20 minutes and a room became available,",NEUTRAL,3
seattle-hotel-100505-review-19.json_4,although not the type I reserved.,NEGATIVE,3
seattle-hotel-100505-review-19.json_5,"My rate included continental breakfast, but had to tell the front desk again who finally gave me the vouchers.",NEGATIVE,3
seattle-hotel-100505-review-19.json_6,My room was on the 16th floor facing the Space Needle.,NEUTRAL,3
seattle-hotel-100505-review-19.json_7,You can hear a lot of noise from the street until late night.,NEGATIVE,3
seattle-hotel-100505-review-19.json_8,"Overall, I would not recommend this hotel.",NEGATIVE,1
seattle-hotel-100505-review-2.json_0,Amenities Part of the reason we selected the hotel was because it advertised having a pool and hot-tub.,NEUTRAL,3
seattle-hotel-100505-review-2.json_1,"The Pool ended up being so dirty that the sides, above the water were black with grime",NEGATIVE,3
seattle-hotel-100505-review-2.json_2,and people had taken to scratching profanities into it.,NEGATIVE,3
seattle-hotel-100505-review-2.json_3,Otherwise the rest of the pool had dark dirt stains covering the bottom and sides.,NEGATIVE,3
seattle-hotel-100505-review-2.json_4,The hot-tub was luke warm at best,NEGATIVE,3
seattle-hotel-100505-review-2.json_5,and just like the pool it was filthy.,NEGATIVE,3
seattle-hotel-100505-review-2.json_6,We informed the desk about both the pool,NEUTRAL,3
seattle-hotel-100505-review-2.json_7,and the hot-tub and they stated they were cleaned regularly and were operating as they should.,NEUTRAL,3
seattle-hotel-100505-review-2.json_8,These statements indicated to us they did not care about what we thought once they had our money.,NEGATIVE,3
seattle-hotel-100505-review-2.json_9,A further complaint was the difficulty in finding information related to their parking accommodations which turned out to cost an additional $27/day.,NEGATIVE,3
seattle-hotel-100505-review-2.json_10,The rooms themselves were adequate,POSITIVE,3
seattle-hotel-100505-review-2.json_11,although the marble in the bathrooms could have used a thorough cleaning as they had dirt and rust stains.,NEGATIVE,2
seattle-hotel-100505-review-2.json_12,"The best part about the hotel was the location as it was in walking distance of the Space Needle, The Public Market and for us Qwest Field.",POSITIVE,3
seattle-hotel-100505-review-2.json_13,This hotel is good if you are just looking to catch some sleep,POSITIVE,1
seattle-hotel-100505-review-2.json_14,but you do not worry too much about quality.,NEUTRAL,3
seattle-hotel-100505-review-2.json_15,If you want to soak in the hot-tub or swim in the pool at the end of a long day look for other accommodations.,NEGATIVE,1
seattle-hotel-100505-review-20.json_0,We booked this 4* hotel on the strength of the recommendations on trip advisor,NEUTRAL,3
seattle-hotel-100505-review-20.json_1,and boy were we disappointed!,NEGATIVE,3
seattle-hotel-100505-review-20.json_2,"All our previous selections had been a great sucess,",POSITIVE,3
seattle-hotel-100505-review-20.json_3,so we thought we'd increase our budget slightly and stay here for 2 nights on our way home.,NEUTRAL,3
seattle-hotel-100505-review-20.json_4,We were travelling with 2 small children (57) so booked one room for us all.,NEUTRAL,3
seattle-hotel-100505-review-20.json_5,The lobby of the hotel is small,NEGATIVE,3
seattle-hotel-100505-review-20.json_6,and gloomy with 2 inconvenient steps down and this just about sums up the hotel.,NEGATIVE,3
seattle-hotel-100505-review-20.json_7,We received a lukewarm welcome at check in (early evening) and a very weak offer of help with parking and our luggage.,NEGATIVE,3
seattle-hotel-100505-review-20.json_8,"The room itself was dark with 2 very small double beds, but a view of the spaceneedle.",NEGATIVE,3
seattle-hotel-100505-review-20.json_9,"The bathroom was dated (compared to other hotels we had just visited), a pretty pathetic shower and a hole in the ceiling.",NEGATIVE,3
seattle-hotel-100505-review-20.json_10,We asked at guest services for recomendations for children friendly restaurants,NEUTRAL,3
seattle-hotel-100505-review-20.json_11,and the staff shrugged their shoulders until a member of staff called Dave came to help us.,NEGATIVE,3
seattle-hotel-100505-review-20.json_12,He was the most helpful member of staff we came across our entire stay!,POSITIVE,3
seattle-hotel-100505-review-20.json_13,He gave us directions  even advised us on portion sizes.,POSITIVE,3
seattle-hotel-100505-review-20.json_14,The other times that we contacted front desk/guest services (very difficult to tell them apart) we were met by unhelpful  unknowledgable staff for very straightforward requests verging on the sarcastic and rude.,NEGATIVE,3
seattle-hotel-100505-review-20.json_15,"We enquired about other breakfast restaurants,",NEUTRAL,3
seattle-hotel-100505-review-20.json_16,whale watching tours and pottery barn locations) and we ended up doing our own research and bookings.,NEGATIVE,3
seattle-hotel-100505-review-20.json_17,The standard of housekeeping was not as good as it should have been - the maid didn't remove or replace dirty cups  glasses and wanted to get in our room at 8am on the day we were checking out.,NEGATIVE,3
seattle-hotel-100505-review-20.json_18,"We only ate breakfast only once in the hotel, and the waitress (a mature lady) started off by giving our children (who were sitting quitely) a lecture about behaving and being good for their parents.",NEGATIVE,3
seattle-hotel-100505-review-20.json_19,Slow service given a nearly empty restaurant.,NEGATIVE,3
seattle-hotel-100505-review-20.json_20,The hotel is located centrally,POSITIVE,3
seattle-hotel-100505-review-20.json_21,"and we were able to walk to places,",POSITIVE,3
seattle-hotel-100505-review-20.json_22,but the parking is $27 a day for guests which we thought pricey.,NEGATIVE,3
seattle-hotel-100505-review-20.json_23,"We were also told by the front desk that internet access on our laptop was free, but at checkout $11 per day had been added to our bill.",NEGATIVE,3
seattle-hotel-100505-review-20.json_24,"When I questioned this, I was told that as I had been 'miss told' they would remove it, but I was made to feel pretty bad about it.",NEGATIVE,3
seattle-hotel-100505-review-20.json_25,"Overall, its a dark, dated hotel let down badly by the unhelpful and rude staff.",NEGATIVE,3
seattle-hotel-100505-review-20.json_26,We couldn't believe all the previous excellent tripadvisor reports!,NEGATIVE,3
seattle-hotel-100505-review-21.json_0,This hotel completed extensive renovations in 2006,NEUTRAL,3
seattle-hotel-100505-review-21.json_1,and the rooms are lovely.,POSITIVE,3
seattle-hotel-100505-review-21.json_2,"Although the rooms are modern,",POSITIVE,3
seattle-hotel-100505-review-21.json_3,the hotel has the feel of a traditional hotel.,POSITIVE,3
seattle-hotel-100505-review-21.json_4,The staff are all well dressed and well mannered and very professional.,POSITIVE,3
seattle-hotel-100505-review-21.json_5,The location is convenient,POSITIVE,3
seattle-hotel-100505-review-21.json_6,and there is a small gourmet supermarket across the street open until 1AM.,POSITIVE,3
seattle-hotel-100505-review-21.json_7,"As other reviewers have mentioned, however, street noise is a factor to be considered.",NEGATIVE,1
seattle-hotel-100505-review-21.json_8,"The hotel has floor-to-ceiling single glazed windows and even on the 8th floor,",NEUTRAL,3
seattle-hotel-100505-review-21.json_9,trucks and buses could be heard at all hours of the day.,NEGATIVE,3
seattle-hotel-100505-review-21.json_10,Seattle is a very hilly city which adds to the vehicular noise.,NEGATIVE,3
seattle-hotel-100505-review-21.json_11,"Most importantly, if you are planning to use the wi-fi internet access, BEWARE.",NEGATIVE,1
seattle-hotel-100505-review-21.json_12,It's about $10 per day but the signal strength is super weak and inconsistent.,NEGATIVE,3
seattle-hotel-100505-review-21.json_13,I had to stand next to my room door to get a halfway decent signal - at the desk there was almost no signal.,NEGATIVE,3
seattle-hotel-100505-review-21.json_14,Hotel staff acknowledge this and have a LAN conversion kit which didn't work either.,NEGATIVE,3
seattle-hotel-100505-review-21.json_15,"Bottom line, if internet access is a factor, stay elsewhere.",NEGATIVE,1
seattle-hotel-100505-review-22.json_0,I just booked our room on hotwire and was disappointed as soon as I saw the hotel.,NEGATIVE,3
seattle-hotel-100505-review-22.json_1,It looks old and not well kept.,NEGATIVE,3
seattle-hotel-100505-review-22.json_2,I called to see what type of room we would be receiving,NEUTRAL,3
seattle-hotel-100505-review-22.json_3,and the operator treated me like I was a homeless person begging for a room instead of a paying guest.,NEGATIVE,3
seattle-hotel-100505-review-22.json_4,I am absolutely sick that we are now stuck at this hotel.,NEGATIVE,3
seattle-hotel-100505-review-23.json_0,We arranged our stay through a travel agency,NEUTRAL,3
seattle-hotel-100505-review-23.json_1,and unfortunately Warwick Seattle Hotel was the only dissapointment through our trip.,NEGATIVE,3
seattle-hotel-100505-review-23.json_2,"During our 3 night stay in Warwick, we changed 3 rooms.",NEGATIVE,3
seattle-hotel-100505-review-23.json_3,"Starting from the first minute of our stay, hotel personnel didn`t make us feel like a guest but more like an intruder.",NEGATIVE,3
seattle-hotel-100505-review-23.json_4,They were very reluctant to help and solve complaints.,NEGATIVE,3
seattle-hotel-100505-review-23.json_5,The hotel is right at downtown and 5 minutes to really good restaurants,POSITIVE,3
seattle-hotel-100505-review-23.json_6,but this seems like the only good thing about it.,NEUTRAL,3
seattle-hotel-100505-review-23.json_7,"Although there was availability,",NEUTRAL,3
seattle-hotel-100505-review-23.json_8,the first room they offered was at 2nd floor,NEUTRAL,3
seattle-hotel-100505-review-23.json_9,and our window was directly opening to the car parking at the same level.,NEGATIVE,3
seattle-hotel-100505-review-23.json_10,So we changed the room.,NEUTRAL,3
seattle-hotel-100505-review-23.json_11,"In all 3 rooms, there was a loud sound coming from the air conditioner/ heating system which we found unbelievable for an hotel.",NEGATIVE,3
seattle-hotel-100505-review-23.json_12,The hotel personnel told that it is a standard noise for all rooms.,NEGATIVE,3
seattle-hotel-100505-review-23.json_13,"So, we tried to avoid using it during the night in order to sleep and if possible only",NEGATIVE,3
seattle-hotel-100505-review-23.json_14,while we were watching TV loudly.,NEUTRAL,3
seattle-hotel-100505-review-24.json_0,I attended a conference and stayed at this hotel for three miserable nights.,NEGATIVE,3
seattle-hotel-100505-review-24.json_1,The lobby and dining areas are fine.,POSITIVE,3
seattle-hotel-100505-review-24.json_2,The rest of the hotel needs a lot of work.,NEGATIVE,3
seattle-hotel-100505-review-24.json_3,I had a room on the quiet side of the 12th floor.,POSITIVE,3
seattle-hotel-100505-review-24.json_4,"Unfortunately, I don't think there is a quiet side of the hotel.",NEGATIVE,3
seattle-hotel-100505-review-24.json_5,"As previous posts mentioned, there was a continuous draft through the sliding glass door since it wouldn't close all the way.",NEGATIVE,3
seattle-hotel-100505-review-24.json_6,I asked to move to another room and was told that all the nonsmoking rooms were booked.,NEGATIVE,3
seattle-hotel-100505-review-24.json_7,The room was so loud from buses,NEGATIVE,3
seattle-hotel-100505-review-24.json_8,and other traffic noise that it sounded like a freight train was going to come through the wall at any time.,NEGATIVE,3
seattle-hotel-100505-review-24.json_9,I've stayed at a lot of hotels on business trips,NEUTRAL,3
seattle-hotel-100505-review-24.json_10,and this was by far the noisiest.,NEGATIVE,3
seattle-hotel-100505-review-24.json_11,The towels and sheets were threadbare.,NEGATIVE,3
seattle-hotel-100505-review-24.json_12,"The heater roared loudly,",NEGATIVE,3
seattle-hotel-100505-review-24.json_13,and the room was either hot from the heater or cold from the draft.,NEGATIVE,3
seattle-hotel-100505-review-24.json_14,The conference facilities were drafty,NEGATIVE,3
seattle-hotel-100505-review-24.json_15,and the food was average.,NEGATIVE,3
seattle-hotel-100505-review-24.json_16,"The front desk staff had a pleasant appearance but did not seem interested in providing any assistance with dining recommendations, transportation, directions, etc. I asked the bellman for directions to a restaurant",NEGATIVE,3
seattle-hotel-100505-review-24.json_17,and he sent me down the wrong street.,NEGATIVE,3
seattle-hotel-100505-review-24.json_18,This is not a hotel I can recommend for any type of group.,NEGATIVE,1
seattle-hotel-100505-review-25.json_0,"Made a reservation using the 50% Entertainment book discount (mentioned at time of reservation) and when we went to check in,",NEUTRAL,3
seattle-hotel-100505-review-25.json_1,they said they haven't honored that for weeks.,NEGATIVE,3
seattle-hotel-100505-review-25.json_2,"So we cancelled the room before we found out that there was a huge convention in town that took over all the hotels in the area,",NEUTRAL,3
seattle-hotel-100505-review-25.json_3,and we had to cut our vacation short.,NEGATIVE,3
seattle-hotel-100505-review-25.json_4,The Warwick apparently thinks a few bucks (from milking conventioneers) is worth ticking off a few Entertainment book users.,NEGATIVE,3
seattle-hotel-100505-review-25.json_5,Definitely not 3 star material to me...,NEGATIVE,3
seattle-hotel-100505-review-25.json_6,pretty sleazy IMHO.,NEGATIVE,3
seattle-hotel-100505-review-26.json_0,We just returned from a 3-night stay at the Hotel Warwick.,NEUTRAL,3
seattle-hotel-100505-review-26.json_1,I agree with previous posters that the staff is nice and the location very convenient.,POSITIVE,3
seattle-hotel-100505-review-26.json_2,The hotel is an easy walk to downtown shopping areas and Seattle Center attractions.,POSITIVE,3
seattle-hotel-100505-review-26.json_3,"Overall, we enjoyed our stay,",POSITIVE,3
seattle-hotel-100505-review-26.json_4,but there were a few problems worth mentioning.,NEGATIVE,3
seattle-hotel-100505-review-26.json_5,We chose this hotel in part because the rooms feature an outside balcony.,NEUTRAL,3
seattle-hotel-100505-review-26.json_6,"My husband smokes, but I do not,",NEUTRAL,3
seattle-hotel-100505-review-26.json_7,and we prefer to get a smoking room with windows or an outside balcony to minimize smoke inside the room.,NEUTRAL,3
seattle-hotel-100505-review-26.json_8,"If this is your preference, be advised that the balconies are barely wide enough to fit a human.",NEGATIVE,1
seattle-hotel-100505-review-26.json_9,"We did not feel safe actually standing on the balcony,",NEGATIVE,3
seattle-hotel-100505-review-26.json_10,especially with the balcony door closed.,NEUTRAL,3
seattle-hotel-100505-review-26.json_11,"Smokers beware: the hotel only has a few smoking rooms, all located on the second floor.",NEGATIVE,1
seattle-hotel-100505-review-26.json_12,This floor is where the public meeting rooms,NEUTRAL,3
seattle-hotel-100505-review-26.json_13,and restrooms for the restaurant and bar are located.,NEUTRAL,3
seattle-hotel-100505-review-26.json_14,We requested a smoking room on an upper floor with a Space Needle view.,NEUTRAL,3
seattle-hotel-100505-review-26.json_15,We were given a smoking room on the 2nd floor.,NEUTRAL,3
seattle-hotel-100505-review-26.json_16,"No Space Needle, no view.",NEGATIVE,3
seattle-hotel-100505-review-26.json_17,This was obviously not one of the renovated rooms.,NEGATIVE,3
seattle-hotel-100505-review-26.json_18,"The ceiling light fixtures were about a dozen 1970s-era cans (track lighting) set in rows in the ceiling, directed at the bed.",NEUTRAL,3
seattle-hotel-100505-review-26.json_19,It felt like starring in your very own intimate film.,NEGATIVE,3
seattle-hotel-100505-review-26.json_20,"The bathroom also had a paper towel dispenser like in a public restroom and strange pink goo in the soap dispenser, which looked like it hadn't been changed since the track lighting was installed.",NEGATIVE,3
seattle-hotel-100505-review-26.json_21,"The traffic noise was incredibly loud,",NEGATIVE,3
seattle-hotel-100505-review-26.json_22,and hotel construction noise started very early.,NEGATIVE,3
seattle-hotel-100505-review-26.json_23,"Due to a very late flight, the desk was unable to change our room on check-in, but told us to come back the next day.",NEUTRAL,3
